3.000000e-03	5.341058e+00
3.053405e-03	5.307315e+00
3.107760e-03	5.270568e+00
3.163084e-03	5.231055e+00
3.219392e-03	5.188992e+00
3.276702e-03	5.144578e+00
3.335033e-03	5.099958e+00
3.394402e-03	5.058910e+00
3.454828e-03	5.021300e+00
3.516329e-03	4.986905e+00
3.578926e-03	4.955515e+00
3.642637e-03	4.926934e+00
3.707481e-03	4.900978e+00
3.773481e-03	4.877473e+00
3.840655e-03	4.856263e+00
3.909025e-03	4.837201e+00
3.978612e-03	4.820152e+00
4.049437e-03	4.804995e+00
4.121524e-03	4.791617e+00
4.194894e-03	4.777545e+00
4.269570e-03	4.757519e+00
4.345575e-03	4.731804e+00
4.422934e-03	4.700831e+00
4.501669e-03	4.664979e+00
4.581806e-03	4.624584e+00
4.663370e-03	4.579937e+00
4.746385e-03	4.531298e+00
4.830879e-03	4.478889e+00
4.916876e-03	4.422908e+00
5.004405e-03	4.363520e+00
5.093491e-03	4.300869e+00
5.184164e-03	4.235075e+00
5.276450e-03	4.167777e+00
5.370380e-03	4.103182e+00
5.465981e-03	4.041435e+00
5.563285e-03	3.982442e+00
5.662320e-03	3.926113e+00
5.763119e-03	3.872360e+00
5.865712e-03	3.821099e+00
5.970131e-03	3.772250e+00
6.076409e-03	3.725736e+00
6.184579e-03	3.681483e+00
6.294675e-03	3.639421e+00
6.406730e-03	3.599485e+00
6.520780e-03	3.561610e+00
6.636861e-03	3.525296e+00
6.755008e-03	3.489086e+00
6.875258e-03	3.452888e+00
6.997649e-03	3.416717e+00
7.122219e-03	3.380589e+00
7.249006e-03	3.344515e+00
7.378050e-03	3.308505e+00
7.509391e-03	3.272568e+00
7.643071e-03	3.236711e+00
7.779130e-03	3.200937e+00
7.917611e-03	3.165249e+00
8.058557e-03	3.129650e+00
8.202013e-03	3.094137e+00
8.348022e-03	3.058819e+00
8.496631e-03	3.024114e+00
8.647885e-03	2.990049e+00
8.801831e-03	2.956611e+00
8.958518e-03	2.923784e+00
9.117994e-03	2.891554e+00
9.280309e-03	2.859907e+00
9.445514e-03	2.828830e+00
9.613660e-03	2.798309e+00
9.784799e-03	2.768330e+00
9.958984e-03	2.738880e+00
1.013627e-02	2.709946e+00
1.031671e-02	2.681513e+00
1.050037e-02	2.653581e+00
1.068729e-02	2.626193e+00
1.087754e-02	2.599343e+00
1.107118e-02	2.573017e+00
1.126826e-02	2.547199e+00
