1.003329e-01	1.009595e-01	9.935896e-02	9.643586e-02	9.052145e-02	7.359068e-02	3.820115e-02	1.000000e+00	1.000000e+00	1.000000e+00	
8.898237e-02	9.881957e-02	9.910858e-02	9.554977e-02	9.025560e-02	7.357676e-02	3.826498e-02	1.000000e+00	1.000000e+00	1.000000e+00	
9.642301e-02	9.966624e-02	9.861392e-02	9.556889e-02	8.966428e-02	7.281057e-02	3.810002e-02	1.000000e+00	1.000000e+00	1.000000e+00	
1.722241e-01	1.049763e-01	9.633818e-02	9.397151e-02	8.694756e-02	7.137045e-02	3.709121e-02	1.000000e+00	1.000000e+00	1.000000e+00	
1.497103e-01	7.808148e-02	8.664271e-02	8.836578e-02	8.152204e-02	6.678074e-02	3.443759e-02	1.000000e+00	1.000000e+00	1.000000e+00	
6.913564e-01	3.304312e-02	6.544970e-02	7.281727e-02	6.742166e-02	5.555184e-02	2.668898e-02	1.000000e+00	1.000000e+00	1.000000e+00	
3.691384e+00	2.085123e-01	3.656107e-02	2.282566e-02	3.821395e-02	2.721603e-02	6.571255e-03	1.000000e+00	1.000000e+00	1.000000e+00	
1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	
