8.778641e-01	9.872494e-01	9.822117e-01	9.607813e-01	9.064974e-01	7.214054e-01	3.038801e-01	9.784140e-02	4.736275e-01	4.756038e-02	
5.865412e-01	9.340363e-01	9.710692e-01	9.544094e-01	8.958479e-01	7.177052e-01	3.098367e-01	9.755512e-02	4.739574e-01	4.731452e-02	
2.213280e-01	7.369363e-01	9.071131e-01	9.362345e-01	8.839087e-01	7.014225e-01	3.064022e-01	9.830252e-02	4.741935e-01	4.741691e-02	
6.011229e-04	1.503511e-01	6.219139e-01	8.393493e-01	8.344088e-01	6.840109e-01	2.859487e-01	1.007555e-01	4.746092e-01	4.735438e-02	
1.446731e-03	1.143098e-02	7.257801e-02	3.956860e-01	6.420888e-01	5.813248e-01	2.458454e-01	1.105680e-01	4.737968e-01	4.684693e-02	
1.442505e-02	2.319699e-04	8.965886e-04	2.497045e-02	1.509567e-01	3.051905e-01	1.397448e-01	1.411060e-01	4.700682e-01	4.461274e-02	
7.959229e-03	6.245195e-04	1.104148e-04	1.500365e-06	4.157401e-03	1.827874e-02	4.827738e-03	2.156102e-01	4.562076e-01	3.753866e-02	
6.151635e-04	6.897938e-06	5.175998e-06	3.410102e-06	1.924352e-04	1.379614e-03	2.579736e-02	2.715835e-01	3.982710e-01	1.880355e-02	
9.285142e-05	4.740978e-05	4.501492e-05	4.306867e-05	3.038233e-04	2.436927e-03	2.612336e-02	1.663694e-01	1.939713e-01	8.349494e-05	
6.110206e-05	8.381533e-05	2.420727e-06	5.597853e-08	1.680207e-05	1.067696e-04	9.411571e-04	3.740176e-03	9.849462e-06	3.026719e-03	
