4.423741e+01	4.141321e+00	4.042838e+00	4.580489e+00	5.810963e+00	6.199334e+00	4.338644e+00	1.892708e+00	9.446465e-01	1.694564e-01	
1.472440e+02	1.521908e+01	5.592810e+00	4.991985e+00	6.353687e+00	6.407242e+00	4.318965e+00	1.906074e+00	9.414632e-01	1.695539e-01	
1.044620e+03	6.881058e+01	1.690496e+01	7.118853e+00	6.721958e+00	6.443837e+00	4.329582e+00	1.896616e+00	9.435403e-01	1.696062e-01	
1.767566e+04	9.956637e+02	6.958066e+01	1.566062e+01	8.474089e+00	6.573481e+00	4.432778e+00	1.892488e+00	9.411031e-01	1.690161e-01	
2.151191e+05	7.965433e+03	6.498330e+02	6.919274e+01	1.579967e+01	7.727882e+00	4.478248e+00	1.876435e+00	9.409219e-01	1.680595e-01	
1.700461e+06	8.368922e+04	5.907086e+03	5.625627e+02	6.258873e+01	1.273717e+01	4.877188e+00	1.884538e+00	9.408086e-01	1.642172e-01	
1.590501e+07	8.527057e+05	5.604537e+04	4.491877e+03	4.148583e+02	4.348802e+01	7.353973e+00	2.009421e+00	9.393465e-01	1.521984e-01	
1.015969e+08	4.893980e+06	3.289378e+05	2.603086e+04	2.225375e+03	1.939290e+02	1.902605e+01	2.780259e+00	9.048001e-01	1.179567e-01	
1.921446e+08	9.997603e+06	6.599627e+05	5.217431e+04	4.468804e+03	3.710596e+02	3.143227e+01	3.268837e+00	6.030051e-01	5.683862e-02	
6.435036e+07	3.206393e+06	2.137658e+05	1.686884e+04	1.444586e+03	1.197682e+02	9.971106e+00	9.297313e-01	1.138051e-01	1.269430e-02	
