9.369440e-01	9.936042e-01	9.910659e-01	9.801945e-01	9.521016e-01	8.493559e-01	5.512532e-01	-3.127961e-01	-6.882060e-01	-2.180834e-01	
7.658598e-01	9.664555e-01	9.854284e-01	9.769388e-01	9.464924e-01	8.471748e-01	5.566298e-01	-3.123382e-01	-6.884456e-01	-2.175190e-01	
4.704551e-01	8.584499e-01	9.524249e-01	9.675921e-01	9.401642e-01	8.375097e-01	5.535361e-01	-3.135323e-01	-6.886171e-01	-2.177542e-01	
-2.451781e-02	3.877513e-01	7.886152e-01	9.161601e-01	9.134598e-01	8.270495e-01	5.347417e-01	-3.174201e-01	-6.889189e-01	-2.176106e-01	
-3.803592e-02	1.069158e-01	2.694031e-01	6.290358e-01	8.013044e-01	7.624466e-01	4.958280e-01	-3.325176e-01	-6.883290e-01	-2.164415e-01	
1.201043e-01	-1.523056e-02	2.994309e-02	1.580204e-01	3.885314e-01	5.524405e-01	3.738245e-01	-3.756407e-01	-6.856152e-01	-2.112173e-01	
8.921451e-02	2.499039e-02	1.050784e-02	1.224894e-03	6.447791e-02	1.351989e-01	6.948193e-02	-4.643385e-01	-6.754314e-01	-1.937490e-01	
2.480249e-02	-2.626393e-03	-2.275082e-03	-1.846646e-03	-1.387210e-02	-3.714315e-02	-1.606156e-01	-5.211367e-01	-6.310871e-01	-1.371260e-01	
9.635944e-03	-6.885476e-03	-6.709316e-03	-6.562673e-03	-1.743053e-02	-4.936524e-02	-1.616272e-01	-4.078840e-01	-4.404217e-01	9.137556e-03	
7.816781e-03	9.155071e-03	1.555869e-03	-2.365978e-04	-4.099032e-03	-1.033294e-02	-3.067828e-02	-6.115698e-02	3.138385e-03	5.501562e-02	
