7.534372e-01	8.838049e-01	8.875620e-01	8.550403e-01	7.901088e-01	6.514319e-01	4.103950e-01	1.205398e-01	1.512323e-02	1.690185e-01	
1.063189e-01	7.147235e-01	8.604234e-01	8.393543e-01	7.883559e-01	6.500893e-01	4.117561e-01	1.193915e-01	1.501028e-02	1.691049e-01	
2.609120e-02	2.872373e-01	7.208422e-01	7.983701e-01	7.724855e-01	6.379393e-01	4.090224e-01	1.208472e-01	1.495261e-02	1.689193e-01	
8.440020e-03	2.479243e-02	2.649544e-01	6.161303e-01	6.935259e-01	6.091966e-01	3.978677e-01	1.185469e-01	1.512045e-02	1.688841e-01	
1.824933e-07	6.623228e-04	1.773786e-02	1.670238e-01	4.390841e-01	5.073256e-01	3.671353e-01	1.130400e-01	1.541670e-02	1.687243e-01	
4.471719e-05	5.766938e-06	4.890215e-04	8.997958e-03	7.837405e-02	2.527453e-01	2.729515e-01	9.490494e-02	1.633585e-02	1.680878e-01	
1.370051e-05	4.607100e-06	2.389663e-07	1.821778e-05	2.557352e-03	2.637154e-02	8.928528e-02	5.103243e-02	1.945732e-02	1.654879e-01	
1.537555e-04	1.450098e-05	5.923429e-06	3.559427e-06	1.058923e-08	1.793320e-04	3.106112e-03	3.676626e-03	2.781557e-02	1.563169e-01	
6.710116e-05	1.022390e-05	7.798805e-07	1.045954e-06	3.133777e-05	1.202418e-04	4.772310e-04	2.789895e-03	3.289329e-02	1.259463e-01	
8.327117e-07	4.562741e-05	5.387820e-07	3.175034e-06	2.651320e-05	1.136918e-04	5.436731e-04	2.764073e-03	1.553084e-02	5.963303e-02	
